Student_ID,Age,Gender,Program,Semester,Exam_Score,Study_Hours_Per_Week,session_id,session_date,session_program,session_semester,status
43867.0,17.0,Female,Social Sciences,4.0,61.96,11.4,SES-2016,4/12/2024,Social Sciences,6,Present
43866.0,21.0,Female,Computer Science,3.0,60.09,12.3,SES-2013,10/22/2023,Education,2,Present
43866.0,21.0,Male,Education,5.0,79.71,9.6,SES-2023,4/21/2024,Business,6,Present
43865.0,21.0,Male,Education,5.0,79.71,9.6,SES-2048,9/3/2023,Computer Science,1,Present
43861.0,17.0,Male,Education,5.0,79.71,9.6,SES-2037,10/16/2023,Computer Science,1,Present
43858.0,23.0,Female,Computer Science,6.0,43.53,4.7,SES-2039,2/8/2024,Engineering,4,Present
43858.0,23.0,Female,Computer Science,6.0,43.53,4.7,SES-2040,10/24/2023,Business,2,Present
43858.0,23.0,Female,Computer Science,6.0,43.53,4.7,SES-2025,11/24/2023,Engineering,3,Absent
43858.0,23.0,Female,Computer Science,6.0,43.53,4.7,SES-2035,11/28/2023,Social Sciences,3,Absent
43857.0,18.0,Male,Computer Science,2.0,64.43,9.9,SES-2001,2/5/2024,Computer Science,4,Present
43857.0,18.0,Male,Computer Science,2.0,64.43,9.9,SES-2007,6/9/2024,Education,7,Present
43857.0,18.0,Male,Computer Science,2.0,64.43,9.9,SES-2017,3/23/2024,Computer Science,4,Present
43855.0,18.0,Female,Business,5.0,72.51,2.4,SES-2024,6/5/2024,Social Sciences,7,Absent
43855.0,18.0,Female,Business,5.0,72.51,2.4,SES-2049,4/17/2024,Education,6,Absent
43855.0,18.0,Female,Business,5.0,72.51,2.4,SES-2040,10/24/2023,Business,2,Absent
43855.0,18.0,Female,Business,5.0,72.51,2.4,SES-2012,4/19/2024,Education,5,Absent
43855.0,18.0,Female,Business,5.0,72.51,2.4,SES-2006,3/25/2024,Education,5,Present
43855.0,18.0,Female,Education,4.0,63.84,9.8,SES-2042,12/17/2023,Engineering,3,Present
43855.0,18.0,Female,Education,4.0,63.84,9.8,SES-2003,10/8/2023,Engineering,2,Present
43855.0,18.0,Female,Education,4.0,63.84,9.8,SES-2045,7/4/2024,Education,8,Present
43854.0,20.0,Female,Education,4.0,63.84,9.8,SES-2032,11/25/2023,Social Sciences,2,Present
43854.0,20.0,Female,Education,4.0,63.84,9.8,SES-2016,4/12/2024,Social Sciences,6,Absent
43852.0,20.0,Male,Education,1.0,85.0,9.6,SES-2023,4/21/2024,Business,6,Present
43852.0,20.0,Male,Education,1.0,85.0,9.6,SES-2044,4/22/2024,Social Sciences,5,Present
43852.0,20.0,Male,Education,1.0,85.0,9.6,SES-2038,11/27/2023,Social Sciences,2,Present
43851.0,17.0,Male,Education,1.0,85.0,9.6,SES-2031,7/18/2024,Computer Science,8,Present
43844.0,21.0,Male,Engineering,7.0,49.93,3.2,SES-2017,3/23/2024,Computer Science,4,Absent
43844.0,21.0,Male,Engineering,7.0,49.93,3.2,SES-2030,5/13/2024,Business,7,Absent
43844.0,21.0,Male,Engineering,7.0,49.93,3.2,SES-2012,4/19/2024,Education,5,Absent
43842.0,21.0,Male,Computer Science,4.0,77.06,10.1,SES-2047,2/1/2024,Computer Science,4,Present
43842.0,21.0,Male,Computer Science,4.0,77.06,10.1,SES-2041,10/5/2023,Business,2,Present
43840.0,22.0,Male,Education,8.0,53.15,4.6,SES-2003,10/8/2023,Engineering,2,Present
43835.0,23.0,Male,Education,7.0,73.09,12.8,SES-2020,3/27/2024,Computer Science,4,Present
43835.0,23.0,Male,Education,7.0,73.09,12.8,SES-2044,4/22/2024,Social Sciences,5,Present
43835.0,23.0,Male,Education,7.0,73.09,12.8,SES-2023,4/21/2024,Business,6,Absent
43835.0,23.0,Male,Education,7.0,73.09,12.8,SES-2046,2/11/2024,Computer Science,4,Absent
43835.0,23.0,Male,Education,7.0,73.09,12.8,SES-2041,10/5/2023,Business,2,Present
43835.0,23.0,Female,Business,6.0,78.4,5.4,SES-2045,7/4/2024,Education,8,Present
43835.0,23.0,Female,Business,6.0,78.4,5.4,SES-2017,3/23/2024,Computer Science,4,Present
43835.0,23.0,Male,Education,7.0,54.68,7.6,SES-2030,5/13/2024,Business,7,Present
43833.0,17.0,Female,Education,4.0,56.28,6.6,SES-2041,10/5/2023,Business,2,Present
43833.0,17.0,Female,Education,4.0,56.28,6.6,SES-2039,2/8/2024,Engineering,4,Present
43829.0,21.0,Female,Business,3.0,76.43,6.9,SES-2008,3/4/2024,Computer Science,4,Present
43828.0,22.0,Female,Education,6.0,71.4,11.8,SES-2045,7/4/2024,Education,8,Present
43827.0,21.0,Female,Education,6.0,71.4,11.8,SES-2046,2/11/2024,Computer Science,4,Present
43827.0,21.0,Female,Education,6.0,71.4,11.8,SES-2019,6/21/2024,Engineering,7,Present
43827.0,21.0,Female,Education,6.0,71.4,11.8,SES-2027,4/5/2024,Engineering,6,Present
43825.0,18.0,Female,Social Sciences,7.0,69.18,15.4,SES-2035,11/28/2023,Social Sciences,3,Present
43825.0,18.0,Female,Social Sciences,7.0,69.18,15.4,SES-2008,3/4/2024,Computer Science,4,Present
43825.0,18.0,Female,Social Sciences,7.0,69.18,15.4,SES-2023,4/21/2024,Business,6,Absent
43825.0,18.0,Female,Social Sciences,7.0,69.18,15.4,SES-2012,4/19/2024,Education,5,Present
43825.0,18.0,Female,Computer Science,4.0,69.13,7.8,SES-2037,10/16/2023,Computer Science,1,Present
43825.0,18.0,Female,Computer Science,4.0,69.13,7.8,SES-2020,3/27/2024,Computer Science,4,Present
43825.0,18.0,Female,Computer Science,4.0,69.13,7.8,SES-2021,2/26/2024,Social Sciences,4,Present
43824.0,20.0,Female,Computer Science,4.0,69.13,7.8,SES-2029,10/21/2023,Education,2,Present
43824.0,20.0,Female,Computer Science,4.0,69.13,7.8,SES-2009,5/12/2024,Social Sciences,7,Absent
43823.0,21.0,Male,Business,3.0,54.0,5.5,SES-2041,10/5/2023,Business,2,Present
43823.0,21.0,Female,Social Sciences,8.0,44.29,5.8,SES-2041,10/5/2023,Business,2,Absent
43821.0,22.0,Male,Computer Science,6.0,50.79,7.0,SES-2046,2/11/2024,Computer Science,4,Present
43821.0,22.0,Male,Computer Science,6.0,50.79,7.0,SES-2038,11/27/2023,Social Sciences,2,Absent
43820.0,20.0,Male,Computer Science,6.0,50.79,7.0,SES-2024,6/5/2024,Social Sciences,7,Present
43819.0,25.0,Male,Computer Science,6.0,50.79,7.0,SES-2010,3/24/2024,Business,5,Absent
43817.0,19.0,Female,Education,2.0,78.12,3.3,SES-2004,9/23/2023,Engineering,1,Present
43814.0,23.0,Female,Education,2.0,78.12,3.3,SES-2010,3/24/2024,Business,5,Present
43814.0,23.0,Female,Education,4.0,74.21,5.2,SES-2021,2/26/2024,Social Sciences,4,Present
43814.0,23.0,Female,Education,4.0,74.21,5.2,SES-2035,11/28/2023,Social Sciences,3,Absent
43813.0,20.0,Female,Education,4.0,74.21,5.2,SES-2047,2/1/2024,Computer Science,4,Absent
43812.0,20.0,Female,Education,4.0,74.21,5.2,SES-2039,2/8/2024,Engineering,4,Present
43812.0,20.0,Female,Education,2.0,69.34,8.4,SES-2009,5/12/2024,Social Sciences,7,Present
43810.0,21.0,Female,Business,1.0,62.29,5.1,SES-2047,2/1/2024,Computer Science,4,Absent
43810.0,21.0,Female,Business,1.0,62.29,5.1,SES-2028,6/25/2024,Computer Science,8,Present
43810.0,21.0,Female,Business,1.0,62.29,5.1,SES-2039,2/8/2024,Engineering,4,Present
43809.0,22.0,Female,Business,1.0,62.29,5.1,SES-2011,11/3/2023,Engineering,2,Present
43807.0,25.0,Male,Computer Science,7.0,73.19,6.9,SES-2000,10/24/2023,Social Sciences,2,Present
43807.0,25.0,Male,Computer Science,7.0,73.19,6.9,SES-2008,3/4/2024,Computer Science,4,Present
43807.0,25.0,Male,Business,7.0,55.0,7.7,SES-2008,3/4/2024,Computer Science,4,Present
43806.0,19.0,Male,Business,7.0,55.0,7.7,SES-2019,6/21/2024,Engineering,7,Present
43806.0,19.0,Female,Education,2.0,64.08,13.1,SES-2008,3/4/2024,Computer Science,4,Present
43806.0,19.0,Female,Education,2.0,64.08,13.1,SES-2000,10/24/2023,Social Sciences,2,Present
43804.0,24.0,Male,Business,8.0,66.8,7.8,SES-2000,10/24/2023,Social Sciences,2,Present
43804.0,24.0,Male,Business,8.0,66.8,7.8,SES-2021,2/26/2024,Social Sciences,4,Present
43804.0,24.0,Male,Business,8.0,66.8,7.8,SES-2004,9/23/2023,Engineering,1,Present
43803.0,24.0,Male,Engineering,5.0,66.91,5.7,SES-2045,7/4/2024,Education,8,Present
43803.0,24.0,Male,Engineering,5.0,66.91,5.7,SES-2019,6/21/2024,Engineering,7,Present
43801.0,22.0,Female,Education,7.0,35.88,5.1,SES-2017,3/23/2024,Computer Science,4,Absent
43801.0,22.0,Female,Education,7.0,35.88,5.1,SES-2046,2/11/2024,Computer Science,4,Absent
43801.0,22.0,Female,Education,7.0,35.88,5.1,SES-2034,6/24/2024,Social Sciences,8,Absent
43801.0,22.0,Female,Engineering,2.0,89.82,8.8,SES-2045,7/4/2024,Education,8,Present
43801.0,22.0,Female,Engineering,2.0,89.82,8.8,SES-2036,2/12/2024,Education,4,Present
43800.0,23.0,Male,Social Sciences,4.0,71.42,7.3,SES-2002,11/2/2023,Computer Science,2,Present
43800.0,23.0,Male,Social Sciences,4.0,71.42,7.3,SES-2011,11/3/2023,Engineering,2,Absent
43800.0,23.0,Male,Social Sciences,4.0,71.42,7.3,SES-2028,6/25/2024,Computer Science,8,Present
43800.0,23.0,Male,Social Sciences,4.0,71.42,7.3,SES-2019,6/21/2024,Engineering,7,Present
43800.0,23.0,Male,Social Sciences,4.0,71.42,7.3,SES-2001,2/5/2024,Computer Science,4,Absent
43799.0,21.0,Female,Business,7.0,63.67,13.6,SES-2006,3/25/2024,Education,5,Present
43799.0,21.0,Female,Business,7.0,63.67,13.6,SES-2035,11/28/2023,Social Sciences,3,Present
43799.0,21.0,Female,Business,7.0,63.67,13.6,SES-2021,2/26/2024,Social Sciences,4,Present
43797.0,20.0,Female,Education,3.0,59.04,4.3,SES-2005,5/15/2024,Engineering,7,Present
43796.0,23.0,Female,Education,3.0,59.04,4.3,SES-2025,11/24/2023,Engineering,3,Absent
43796.0,23.0,Female,Education,3.0,59.04,4.3,SES-2009,5/12/2024,Social Sciences,7,Present
43793.0,21.0,Male,Business,8.0,53.02,7.1,SES-2015,11/9/2023,Business,2,Present
43792.0,21.0,Male,Business,1.0,67.16,6.5,SES-2046,2/11/2024,Computer Science,4,Present
43792.0,21.0,Male,Business,1.0,67.16,6.5,SES-2008,3/4/2024,Computer Science,4,Absent
43792.0,21.0,Female,Computer Science,5.0,94.9,12.0,SES-2026,4/19/2024,Business,5,Present
43791.0,20.0,Female,Computer Science,1.0,53.92,10.7,SES-2026,4/19/2024,Business,5,Present
43791.0,20.0,Female,Computer Science,1.0,53.92,10.7,SES-2017,3/23/2024,Computer Science,4,Present
43791.0,20.0,Female,Computer Science,1.0,53.92,10.7,SES-2007,6/9/2024,Education,7,Present
43790.0,22.0,Female,Social Sciences,3.0,59.22,15.7,SES-2047,2/1/2024,Computer Science,4,Absent
43790.0,22.0,Female,Social Sciences,3.0,59.22,15.7,SES-2030,5/13/2024,Business,7,Present
43789.0,22.0,Female,Social Sciences,3.0,59.22,15.7,SES-2023,4/21/2024,Business,6,Present
43787.0,22.0,Female,Social Sciences,3.0,59.22,15.7,SES-2018,11/6/2023,Business,3,Present
43787.0,22.0,Female,Engineering,2.0,70.87,11.2,SES-2037,10/16/2023,Computer Science,1,Present
43786.0,21.0,Male,Education,3.0,59.78,12.1,SES-2018,11/6/2023,Business,3,Absent
43786.0,21.0,Male,Education,3.0,59.78,12.1,SES-2007,6/9/2024,Education,7,Present
43786.0,21.0,Male,Education,3.0,59.78,12.1,SES-2034,6/24/2024,Social Sciences,8,Present
43786.0,21.0,Female,Social Sciences,5.0,61.53,9.2,SES-2043,5/18/2024,Education,7,Present
43786.0,21.0,Female,Social Sciences,5.0,61.53,9.2,SES-2040,10/24/2023,Business,2,Absent
43784.0,21.0,Female,Social Sciences,5.0,61.53,9.2,SES-2029,10/21/2023,Education,2,Present
43784.0,21.0,Female,Social Sciences,2.0,72.31,6.5,SES-2031,7/18/2024,Computer Science,8,Absent
43784.0,21.0,Female,Social Sciences,2.0,72.31,6.5,SES-2009,5/12/2024,Social Sciences,7,Present
43784.0,21.0,Female,Social Sciences,2.0,72.31,6.5,SES-2023,4/21/2024,Business,6,Present
43784.0,21.0,Female,Social Sciences,2.0,72.31,6.5,SES-2005,5/15/2024,Engineering,7,Absent
43783.0,19.0,Male,Computer Science,3.0,92.1,14.6,SES-2031,7/18/2024,Computer Science,8,Present
43782.0,19.0,Male,Business,8.0,54.19,9.0,SES-2013,10/22/2023,Education,2,Present
43782.0,19.0,Male,Business,8.0,54.19,9.0,SES-2030,5/13/2024,Business,7,Present
43782.0,19.0,Male,Business,8.0,54.19,9.0,SES-2047,2/1/2024,Computer Science,4,Present
43782.0,19.0,Male,Engineering,7.0,57.31,9.0,SES-2022,6/3/2024,Education,7,Present
43780.0,22.0,Female,Social Sciences,3.0,65.76,10.1,SES-2043,5/18/2024,Education,7,Present
43780.0,22.0,Female,Social Sciences,3.0,65.76,10.1,SES-2015,11/9/2023,Business,2,Present
43780.0,22.0,Female,Social Sciences,3.0,65.76,10.1,SES-2021,2/26/2024,Social Sciences,4,Present
43779.0,21.0,Female,Social Sciences,3.0,65.76,10.1,SES-2036,2/12/2024,Education,4,Absent
43779.0,21.0,Female,Social Sciences,3.0,65.76,10.1,SES-2047,2/1/2024,Computer Science,4,Present
43776.0,17.0,Male,Computer Science,2.0,85.28,15.5,SES-2047,2/1/2024,Computer Science,4,Present
43776.0,17.0,Male,Computer Science,5.0,72.19,12.0,SES-2032,11/25/2023,Social Sciences,2,Present
43776.0,17.0,Male,Computer Science,5.0,72.19,12.0,SES-2043,5/18/2024,Education,7,Present
43775.0,24.0,Male,Computer Science,5.0,72.19,12.0,SES-2016,4/12/2024,Social Sciences,6,Present
43775.0,24.0,Male,Computer Science,3.0,53.16,2.7,SES-2030,5/13/2024,Business,7,Present
43775.0,24.0,Male,Computer Science,3.0,53.16,2.7,SES-2025,11/24/2023,Engineering,3,Absent
43775.0,24.0,Male,Computer Science,3.0,53.16,2.7,SES-2040,10/24/2023,Business,2,Present
43774.0,19.0,Male,Computer Science,3.0,53.16,2.7,SES-2027,4/5/2024,Engineering,6,Absent
43772.0,20.0,Female,Engineering,3.0,72.56,10.8,SES-2048,9/3/2023,Computer Science,1,Present
43765.0,20.0,Female,Business,6.0,66.89,11.2,SES-2013,10/22/2023,Education,2,Present
43765.0,20.0,Female,Business,6.0,66.89,11.2,SES-2039,2/8/2024,Engineering,4,Present
43765.0,20.0,Female,Business,6.0,66.89,11.2,SES-2045,7/4/2024,Education,8,Present
43765.0,20.0,Male,Engineering,3.0,73.36,7.1,SES-2017,3/23/2024,Computer Science,4,Present
43765.0,20.0,Male,Engineering,3.0,73.36,7.1,SES-2024,6/5/2024,Social Sciences,7,Present
43763.0,20.0,Female,Social Sciences,8.0,56.21,13.1,SES-2024,6/5/2024,Social Sciences,7,Present
43763.0,20.0,Female,Social Sciences,8.0,56.21,13.1,SES-2011,11/3/2023,Engineering,2,Present
43763.0,20.0,Female,Education,1.0,64.43,16.0,SES-2036,2/12/2024,Education,4,Present
43762.0,17.0,Female,Computer Science,5.0,96.13,13.4,SES-2001,2/5/2024,Computer Science,4,Present
43762.0,17.0,Female,Computer Science,5.0,96.13,13.4,SES-2041,10/5/2023,Business,2,Present
43759.0,20.0,Male,Social Sciences,8.0,71.61,11.9,SES-2011,11/3/2023,Engineering,2,Present
43759.0,20.0,Male,Social Sciences,8.0,71.61,11.9,SES-2002,11/2/2023,Computer Science,2,Present
43757.0,21.0,Male,Computer Science,3.0,74.39,14.8,SES-2029,10/21/2023,Education,2,Present
43757.0,21.0,Male,Computer Science,3.0,74.39,14.8,SES-2014,3/28/2024,Education,5,Present
43756.0,24.0,Male,Computer Science,3.0,74.39,14.8,SES-2044,4/22/2024,Social Sciences,5,Present
43756.0,24.0,Male,Computer Science,3.0,74.39,14.8,SES-2024,6/5/2024,Social Sciences,7,Present
43756.0,24.0,Male,Computer Science,7.0,65.14,3.3,SES-2024,6/5/2024,Social Sciences,7,Present
43755.0,22.0,Female,Computer Science,3.0,48.62,5.3,SES-2002,11/2/2023,Computer Science,2,Absent
43755.0,22.0,Female,Computer Science,3.0,48.62,5.3,SES-2036,2/12/2024,Education,4,Absent
43754.0,24.0,Female,Computer Science,3.0,48.62,5.3,SES-2018,11/6/2023,Business,3,Absent
43754.0,24.0,Female,Business,4.0,69.67,12.9,SES-2032,11/25/2023,Social Sciences,2,Absent
43754.0,24.0,Male,Business,3.0,69.49,14.0,SES-2009,5/12/2024,Social Sciences,7,Present
43752.0,21.0,Male,Business,3.0,69.49,14.0,SES-2007,6/9/2024,Education,7,Present
43752.0,21.0,Male,Business,3.0,69.49,14.0,SES-2033,11/14/2023,Education,2,Absent
43752.0,21.0,Male,Engineering,7.0,61.86,13.0,SES-2011,11/3/2023,Engineering,2,Absent
43751.0,19.0,Male,Engineering,7.0,61.86,13.0,SES-2044,4/22/2024,Social Sciences,5,Present
43751.0,19.0,Male,Engineering,7.0,61.86,13.0,SES-2009,5/12/2024,Social Sciences,7,Present
43751.0,19.0,Male,Engineering,7.0,61.86,13.0,SES-2008,3/4/2024,Computer Science,4,Present
43750.0,21.0,Male,Education,1.0,54.4,5.8,SES-2049,4/17/2024,Education,6,Present
43748.0,21.0,Male,Education,1.0,54.4,5.8,SES-2030,5/13/2024,Business,7,Present
43746.0,25.0,Male,Engineering,8.0,54.69,10.6,SES-2025,11/24/2023,Engineering,3,Present
43745.0,22.0,Male,Engineering,8.0,54.69,10.6,SES-2044,4/22/2024,Social Sciences,5,Present
43745.0,22.0,Male,Engineering,8.0,54.69,10.6,SES-2019,6/21/2024,Engineering,7,Present
43745.0,22.0,Male,Engineering,8.0,54.69,10.6,SES-2037,10/16/2023,Computer Science,1,Absent
43743.0,23.0,Male,Social Sciences,5.0,59.04,7.3,SES-2049,4/17/2024,Education,6,Present
43743.0,23.0,Male,Social Sciences,5.0,59.04,7.3,SES-2030,5/13/2024,Business,7,Present
43742.0,19.0,Male,Social Sciences,5.0,59.04,7.3,SES-2010,3/24/2024,Business,5,Present
43741.0,21.0,Female,Education,4.0,63.48,7.5,SES-2028,6/25/2024,Computer Science,8,Absent
43738.0,21.0,Female,Education,1.0,55.29,6.4,SES-2013,10/22/2023,Education,2,Present
43738.0,21.0,Female,Education,1.0,55.29,6.4,SES-2024,6/5/2024,Social Sciences,7,Present
43734.0,20.0,Male,Social Sciences,6.0,61.86,11.8,SES-2048,9/3/2023,Computer Science,1,Present
43734.0,20.0,Male,Social Sciences,6.0,61.86,11.8,SES-2004,9/23/2023,Engineering,1,Present
43733.0,22.0,Male,Social Sciences,6.0,61.86,11.8,SES-2024,6/5/2024,Social Sciences,7,Present
43733.0,22.0,Male,Social Sciences,6.0,61.86,11.8,SES-2023,4/21/2024,Business,6,Present
43732.0,22.0,Male,Computer Science,4.0,76.51,11.3,SES-2043,5/18/2024,Education,7,Present
43732.0,22.0,Male,Computer Science,4.0,76.51,11.3,SES-2005,5/15/2024,Engineering,7,Present
43732.0,22.0,Male,Computer Science,4.0,76.51,11.3,SES-2011,11/3/2023,Engineering,2,Present
43731.0,22.0,Male,Education,1.0,56.99,8.9,SES-2022,6/3/2024,Education,7,Present
43727.0,20.0,Male,Computer Science,7.0,84.23,8.8,SES-2005,5/15/2024,Engineering,7,Present
43727.0,20.0,Male,Computer Science,7.0,84.23,8.8,SES-2019,6/21/2024,Engineering,7,Present
43727.0,20.0,Male,Computer Science,7.0,84.23,8.8,SES-2015,11/9/2023,Business,2,Present
43721.0,20.0,Male,Social Sciences,1.0,75.8,11.9,SES-2020,3/27/2024,Computer Science,4,Present
43721.0,20.0,Male,Social Sciences,1.0,75.8,11.9,SES-2039,2/8/2024,Engineering,4,Present
43721.0,20.0,Male,Social Sciences,1.0,75.8,11.9,SES-2011,11/3/2023,Engineering,2,Present
43721.0,20.0,Male,Social Sciences,1.0,75.8,11.9,SES-2002,11/2/2023,Computer Science,2,Present
43721.0,20.0,Male,Social Sciences,1.0,75.8,11.9,SES-2021,2/26/2024,Social Sciences,4,Absent
43721.0,20.0,Male,Computer Science,6.0,80.17,11.1,SES-2046,2/11/2024,Computer Science,4,Absent
43720.0,25.0,Male,Computer Science,6.0,80.17,11.1,SES-2012,4/19/2024,Education,5,Present
43720.0,25.0,Male,Computer Science,6.0,80.17,11.1,SES-2044,4/22/2024,Social Sciences,5,Present
43720.0,25.0,Male,Computer Science,6.0,80.17,11.1,SES-2042,12/17/2023,Engineering,3,Present
43716.0,20.0,Female,Social Sciences,6.0,54.79,10.1,SES-2035,11/28/2023,Social Sciences,3,Present
43716.0,20.0,Female,Social Sciences,6.0,54.79,10.1,SES-2027,4/5/2024,Engineering,6,Present
43715.0,20.0,Female,Social Sciences,5.0,81.2,7.6,SES-2010,3/24/2024,Business,5,Present
43714.0,21.0,Female,Social Sciences,5.0,81.2,7.6,SES-2047,2/1/2024,Computer Science,4,Present
43714.0,21.0,Female,Social Sciences,5.0,81.2,7.6,SES-2046,2/11/2024,Computer Science,4,Present
43713.0,26.0,Female,Social Sciences,5.0,81.2,7.6,SES-2037,10/16/2023,Computer Science,1,Present
43712.0,19.0,Male,Social Sciences,1.0,74.22,9.4,SES-2001,2/5/2024,Computer Science,4,Absent
43712.0,19.0,Male,Social Sciences,1.0,74.22,9.4,SES-2010,3/24/2024,Business,5,Absent
43712.0,19.0,Male,Social Sciences,1.0,74.22,9.4,SES-2034,6/24/2024,Social Sciences,8,Present
43712.0,19.0,Male,Social Sciences,1.0,74.22,9.4,SES-2015,11/9/2023,Business,2,Present
43712.0,19.0,Male,Social Sciences,1.0,74.22,9.4,SES-2022,6/3/2024,Education,7,Present
43708.0,22.0,Female,Education,6.0,74.97,12.4,SES-2035,11/28/2023,Social Sciences,3,Present
43708.0,22.0,Female,Education,6.0,74.97,12.4,SES-2020,3/27/2024,Computer Science,4,Present
43708.0,22.0,Female,Education,6.0,74.97,12.4,SES-2045,7/4/2024,Education,8,Absent
43708.0,22.0,Female,Education,6.0,74.97,12.4,SES-2015,11/9/2023,Business,2,Absent
43707.0,20.0,Male,Computer Science,3.0,91.72,8.4,SES-2041,10/5/2023,Business,2,Present
43707.0,20.0,Male,Computer Science,3.0,91.72,8.4,SES-2033,11/14/2023,Education,2,Present
43707.0,20.0,Male,Computer Science,3.0,91.72,8.4,SES-2029,10/21/2023,Education,2,Absent
43706.0,22.0,Female,Computer Science,8.0,36.95,3.1,SES-2001,2/5/2024,Computer Science,4,Absent
43706.0,22.0,Female,Computer Science,8.0,36.95,3.1,SES-2034,6/24/2024,Social Sciences,8,Present
43706.0,22.0,Female,Computer Science,8.0,36.95,3.1,SES-2029,10/21/2023,Education,2,Absent
43703.0,21.0,Male,Engineering,3.0,47.93,5.6,SES-2036,2/12/2024,Education,4,Present
43702.0,20.0,Male,Engineering,3.0,47.93,5.6,SES-2035,11/28/2023,Social Sciences,3,Present
43702.0,20.0,Male,Engineering,3.0,47.93,5.6,SES-2029,10/21/2023,Education,2,Absent
43701.0,19.0,Female,Education,4.0,67.82,10.8,SES-2011,11/3/2023,Engineering,2,Absent
43701.0,19.0,Female,Education,4.0,67.82,10.8,SES-2022,6/3/2024,Education,7,Absent
43700.0,19.0,Female,Business,7.0,64.44,3.6,SES-2015,11/9/2023,Business,2,Absent
43699.0,19.0,Female,Computer Science,4.0,53.2,9.1,SES-2034,6/24/2024,Social Sciences,8,Present
43699.0,19.0,Female,Computer Science,4.0,53.2,9.1,SES-2013,10/22/2023,Education,2,Absent
43699.0,19.0,Female,Computer Science,4.0,53.2,9.1,SES-2012,4/19/2024,Education,5,Present
43699.0,19.0,Female,Social Sciences,5.0,52.4,12.0,SES-2026,4/19/2024,Business,5,Present
43697.0,19.0,Female,Computer Science,6.0,60.81,7.0,SES-2007,6/9/2024,Education,7,Present
43695.0,21.0,Female,Computer Science,6.0,60.81,7.0,SES-2040,10/24/2023,Business,2,Present
43695.0,21.0,Female,Computer Science,6.0,60.81,7.0,SES-2026,4/19/2024,Business,5,Present
43695.0,21.0,Female,Computer Science,6.0,60.81,7.0,SES-2010,3/24/2024,Business,5,Present
43694.0,22.0,Male,Education,6.0,48.9,11.9,SES-2035,11/28/2023,Social Sciences,3,Absent
43693.0,22.0,Female,Education,1.0,72.36,10.4,SES-2040,10/24/2023,Business,2,Absent
43693.0,22.0,Female,Education,1.0,72.36,10.4,SES-2038,11/27/2023,Social Sciences,2,Present
43693.0,22.0,Female,Education,1.0,72.36,10.4,SES-2017,3/23/2024,Computer Science,4,Present
43693.0,22.0,Female,Education,1.0,72.36,10.4,SES-2043,5/18/2024,Education,7,Present
43692.0,19.0,Female,Engineering,8.0,51.82,9.9,SES-2033,11/14/2023,Education,2,Present
43692.0,19.0,Female,Engineering,8.0,51.82,9.9,SES-2042,12/17/2023,Engineering,3,Present
43692.0,19.0,Female,Engineering,8.0,51.82,9.9,SES-2013,10/22/2023,Education,2,Present
43691.0,24.0,Male,Social Sciences,6.0,76.97,2.6,SES-2047,2/1/2024,Computer Science,4,Absent
43691.0,24.0,Male,Social Sciences,6.0,76.97,2.6,SES-2003,10/8/2023,Engineering,2,Present
43691.0,24.0,Male,Social Sciences,6.0,76.97,2.6,SES-2036,2/12/2024,Education,4,Absent
43691.0,24.0,Male,Social Sciences,6.0,76.97,2.6,SES-2016,4/12/2024,Social Sciences,6,Absent
43688.0,19.0,Female,Business,6.0,59.67,13.6,SES-2003,10/8/2023,Engineering,2,Present
43688.0,19.0,Female,Business,6.0,59.67,13.6,SES-2023,4/21/2024,Business,6,Present
43686.0,17.0,Male,Social Sciences,5.0,42.76,1.8,SES-2038,11/27/2023,Social Sciences,2,Present
43685.0,21.0,Male,Social Sciences,5.0,42.76,1.8,SES-2027,4/5/2024,Engineering,6,Absent
43685.0,21.0,Male,Social Sciences,5.0,42.76,1.8,SES-2034,6/24/2024,Social Sciences,8,Absent
43685.0,21.0,Male,Computer Science,1.0,83.72,8.9,SES-2002,11/2/2023,Computer Science,2,Present
43685.0,21.0,Female,Education,2.0,64.97,12.1,SES-2014,3/28/2024,Education,5,Present
43684.0,20.0,Female,Education,2.0,64.97,12.1,SES-2029,10/21/2023,Education,2,Present
43683.0,21.0,Female,Education,2.0,64.97,12.1,SES-2015,11/9/2023,Business,2,Present
43683.0,21.0,Female,Education,2.0,64.97,12.1,SES-2028,6/25/2024,Computer Science,8,Present
43682.0,22.0,Female,Engineering,1.0,80.44,4.2,SES-2020,3/27/2024,Computer Science,4,Absent
43682.0,22.0,Female,Engineering,1.0,80.44,4.2,SES-2010,3/24/2024,Business,5,Absent
43681.0,19.0,Female,Engineering,1.0,80.44,4.2,SES-2040,10/24/2023,Business,2,Absent
43681.0,19.0,Female,Engineering,1.0,80.44,4.2,SES-2047,2/1/2024,Computer Science,4,Absent
43680.0,17.0,Female,Business,8.0,84.31,8.1,SES-2001,2/5/2024,Computer Science,4,Present
43680.0,17.0,Female,Business,8.0,84.31,8.1,SES-2032,11/25/2023,Social Sciences,2,Present
43680.0,17.0,Female,Business,8.0,84.31,8.1,SES-2013,10/22/2023,Education,2,Present
43680.0,17.0,Female,Business,8.0,84.31,8.1,SES-2043,5/18/2024,Education,7,Present
43680.0,17.0,Female,Education,1.0,54.29,1.5,SES-2034,6/24/2024,Social Sciences,8,Absent
